IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.40,,,0.11,,0.76,0.4 [0.11 – 0.76],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,0.41,,,0,,1.1,0.41 [0 – 1.1],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,0.41,,,0,,1.62,0.41 [0 – 1.62],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.41,,,0.17,,0.77,0.41 [0.17 – 0.77],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2019,true,Sex,Male,MLE,,,,,,,,,,0.43,,,0,,1.38,0.43 [0 – 1.38],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TUR,Türkiye,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.44,,,0.11,,0.83,0.44 [0.11 – 0.83],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,COM,Comoros,Year,2019,true,Sex,Male,MLE,,,,,,,,,,0.45,,,0,,1.42,0.45 [0 – 1.42],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SLE,Sierra Leone,Year,2019,true,Sex,Male,MLE,,,,,,,,,,0.47,,,0.001,,1.43,0.47 [0.001 – 1.43],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GIN,Guinea,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,0.47,,,0.007,,1.18,0.47 [0.007 – 1.18],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.48,,,0.11,,0.94,0.48 [0.11 – 0.94],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,0.49,,,0,,1.21,0.49 [0 – 1.21],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.49,,,0.15,,0.91,0.49 [0.15 – 0.91],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2019,true,Sex,Male,MLE,,,,,,,,,,0.52,,,0,,1.53,0.52 [0 – 1.53],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,TGO,Togo,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.52,,,0.14,,0.98,0.52 [0.14 – 0.98],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,AZE,Azerbaijan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.54,,,0.15,,1.02,0.54 [0.15 – 1.02],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.55,,,0.16,,1,0.55 [0.16 – 1],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.57,,,0.17,,1.04,0.57 [0.17 – 1.04],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,DZA,Algeria,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,0.61,,,0.047,,1.36,0.61 [0.047 – 1.36],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,GTM,Guatemala,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.63,,,0.2,,1.06,0.63 [0.2 – 1.06],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,TON,Tonga,Year,2019,true,Sex,Male,MLE,,,,,,,,,,0.64,,,0,,1.97,0.64 [0 – 1.97],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2019,true,Sex,Male,MLE,,,,,,,,,,0.65,,,0.006,,1.66,0.65 [0.006 – 1.66],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.65,,,0.076,,1.27,0.65 [0.076 – 1.27],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Male,MLE,,,,,,,,,,0.66,,,0,,2.58,0.66 [0 – 2.58],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MOZ,Mozambique,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.68,,,0.25,,1.18,0.68 [0.25 – 1.18],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,RWA,Rwanda,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.69,,,0.23,,1.23,0.69 [0.23 – 1.23],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,0.70,,,0.025,,1.8,0.7 [0.025 – 1.8],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,UZB,Uzbekistan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.71,,,0.33,,1.13,0.71 [0.33 – 1.13],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2019,true,Sex,Male,MLE,,,,,,,,,,0.72,,,0,,1.93,0.72 [0 – 1.93],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.72,,,0.23,,1.28,0.72 [0.23 – 1.28],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Male,MLE,,,,,,,,,,0.73,,,0,,1.97,0.73 [0 – 1.97],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,0.76,,,0,,1.74,0.76 [0 – 1.74],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,0.76,,,0,,2.13,0.76 [0 – 2.13],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.77,,,0.32,,1.29,0.77 [0.32 – 1.29],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.79,,,0.28,,1.38,0.79 [0.28 – 1.38],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,SGP,Singapore,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.80,,,0.26,,1.48,0.8 [0.26 – 1.48],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,WSM,Samoa,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.81,,,0.26,,1.44,0.81 [0.26 – 1.44],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GIN,Guinea,Year,2019,true,Sex,Male,MLE,,,,,,,,,,0.83,,,0.012,,2.09,0.83 [0.012 – 2.09],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TKM,Turkmenistan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.84,,,0.41,,1.33,0.84 [0.41 – 1.33],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2019,true,Sex,Male,MLE,,,,,,,,,,0.86,,,0,,2.14,0.86 [0 – 2.14],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.86,,,0.26,,1.57,0.86 [0.26 – 1.57],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TJK,Tajikistan,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,0.87,,,0.077,,1.7,0.87 [0.077 – 1.7],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,0.88,,,0.092,,1.93,0.88 [0.092 – 1.93],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,0.95,,,0.4,,1.59,0.95 [0.4 – 1.59],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,KEN,Kenya,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,1.00,,,0.46,,1.63,1 [0.46 – 1.63],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MDG,Madagascar,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,1.02,,,0.22,,2.03,1.02 [0.22 – 2.03],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,1.02,,,0.51,,1.58,1.02 [0.51 – 1.58],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,ETH,Ethiopia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,1.04,,,0.44,,1.69,1.04 [0.44 – 1.69],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,NRU,Nauru,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,1.04,,,0.49,,1.63,1.04 [0.49 – 1.63],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,DZA,Algeria,Year,2019,true,Sex,Male,MLE,,,,,,,,,,1.07,,,0.081,,2.36,1.07 [0.081 – 2.36],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GMB,Gambia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,1.11,,,0.18,,2.23,1.11 [0.18 – 2.23],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,1.15,,,0.27,,2.22,1.15 [0.27 – 2.22],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MWI,Malawi,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,1.16,,,0.49,,1.97,1.16 [0.49 – 1.97],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,FJI,Fiji,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,1.16,,,0.53,,1.84,1.16 [0.53 – 1.84],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2019,true,Sex,Female,FMLE,,,,,,,,,,1.16,,,0.59,,1.83,1.16 [0.59 – 1.83],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,TCD,Chad,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,1.20,,,0.39,,2.03,1.2 [0.39 – 2.03],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2019,true,Sex,Male,MLE,,,,,,,,,,1.21,,,0.13,,2.67,1.21 [0.13 – 2.67],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,1.22,,,0.6,,1.92,1.22 [0.6 – 1.92],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MLI,Mali,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,1.22,,,0.68,,1.84,1.22 [0.68 – 1.84],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,ERI,Eritrea,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,1.23,,,0.25,,2.41,1.23 [0.25 – 2.41],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2019,true,Sex,Male,MLE,,,,,,,,,,1.25,,,0.043,,3.19,1.25 [0.043 – 3.19],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,1.25,,,0.31,,2.39,1.25 [0.31 – 2.39],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,1.25,,,0.62,,1.96,1.25 [0.62 – 1.96],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,ISR,Israel,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,1.28,,,0.63,,2.03,1.28 [0.63 – 2.03],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,1.29,,,0,,2.95,1.29 [0 – 2.95],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,CRI,Costa Rica,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,1.30,,,0.68,,2.04,1.3 [0.68 – 2.04],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
